id,ime,fakulteta,univerza,predmeti,st_ocen,ocena
871,Blinc Robert,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Seminar'],32,2.6

872,Boc Thaler Luka,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematika 1 in 2 za fizike', 'Matematika 4']",31,2.3

873,Bonča Janez,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],81,3.9

874,Borut Kerševan Paul,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematična fizika I', 'Matematično-fizikalni praktikum', 'Fizika 1']",129,3.4

875,Borštnik Branimir,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],6,3.3

876,Brešar Matej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Algebra 2'],138,4.1

877,Cabello Sergio,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Računska geometrija', 'Alternativni modeli računanja', 'Teorija iger', 'Podatkovne strukture in algoritmi 1']",48,3.5

878,Cigler Gregor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Analiza 1', 'Algebra 1']",81,4.4

879,Cimprič Jakob,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Linearna algebra'],78,2.9

880,Cizelj Leon,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],9,2.7

881,Cvetko Dean,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizikalna merjenja I', 'Dirkanje s fmf kombijem']",103,3.4

882,Dobovšek Igor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],36,3.1

883,Dolinšek Janez,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],39,4.5

884,Dragičević Oliver,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematika 3 in 4', 'Asistent za matematiko']",126,3.2

885,Drevenšek-olenik Irena,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Elektrooptika', 'Pomivanje oken 2.0', 'Optika', 'Fizika 1']",51,3.3

886,Drnovšek Roman,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Verjetnost'],64,4.1

887,Fabjan Dunja,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Astronomija'],29,2.4

888,Fajfer Svjetlana,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Jedro in osnovni delci', 'Analiza in prognoza vremena']",89,3.9

889,Faletič Sergej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Projektno delo I'],54,2.5

890,Florjančič David,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Tutor pri verjetnosti v fiziki', 'Tutor pri matematični fiziki 1']",52,4.6

891,Forstnerič Franc,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Analiza 1', 'Analiza 2', 'Kompleksna analiza']",78,3.7

892,Gajser David,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Operacijske raziskave'],52,4.1

893,Globevnik Josip,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Analiza 1', 'Analiza 2']",109,4.3

894,Golob Boštjan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizikalna merjenja II', 'Fizika jedra in osnovnih delcev', 'Matematika 1 in 2 za fizike']",82,4.3

895,Gomboc Andreja,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Teoretična astrofizika'],58,3.7

896,Gornik Bojan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Analiza 3'],33,4.7

897,Govc Dejan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Spoilerji', 'Matematika 4']",21,3.6

898,Grasselli Gregor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],24,4.1

899,Hajšen Matic Oskar,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Računalniški praktikum'],16,4.9

900,Hladnik Milan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Analiza 1', 'Analiza II']",35,4.3

901,Horvat Martin,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizikalni praktikum', 'Fizika 2', 'Fizika za studente farmacije']",57,3.8

902,Ikica Barbara,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],15,4.3

903,Jauregi Urtzi,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],48,4.7

904,Jelenec Blaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Asistent za matematiko'],50,3.5

905,Jenčič Igor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],22,4.6

906,Jerman Marjan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Algebra 1', 'Matematika 3']",326,4.6

907,Jurišić Aleksandar,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],39,2.1

908,Juvan Martin,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],32,3.4

909,Kališnik Jure,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Izbrana poglavja iz matematike', 'Analiza II', 'Mehanika 1', 'Analiza 1', 'Afina in projektivna geometrija']",410,4.9

910,Kandić Marko,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematika 1', 'Analiza II', 'Analiza 1', 'Analiza 3']",47,3.2

911,Kernel Gabrijel,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],25,2.4

912,Klanjšek Martin,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Emp'],46,4.7

913,Klavžar Sandi,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Kombinatorika', 'Diskretne strukture 1', 'Diskretna matematika', 'Podatkovne strukture in algoritmi 1', 'Diskretna matematika 2']",66,4.5

914,Kobal Damjan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Metodika ', 'Proseminar a']",84,3.8

915,Kolar Tim,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],2,3.5

916,Konvalinka Matjaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Kombinatorika'],29,4.7

917,Kos Pavel,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],6,2.7

918,Kos Žiga,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],18,4.8

919,Kostić Uroš,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Teoretična astrofizika', 'Fizikalni praktikum']",82,2.3

920,Kozak Jernej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Uvod v numerične metode'],32,3.2

921,Košir Tomaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Algebraične krivulje', 'Finančna matematika']",62,3.2

922,Kramar Edvard,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Linearna algebra'],24,4.0

923,Križan Peter,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Moderna fizika 2', 'Fizika jedra in osnovnih delcev']",100,4.1

924,Kuzman Uroš,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Proseminar', 'Analiza 1']",33,4.4

925,Lahajnar Gojmir,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],9,4.6

926,Lavrič Boris,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Elementarna matematika', 'Linearna algebra', 'Algebra 1']",187,4.7

927,Legiša Peter,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Analiza ii za fizike', 'Matematika 3 in 4']",161,3.8

928,Likar Andrej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Fizikalna merjenja I'],67,3.9

929,Lipoglavšek Matej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],17,2.2

930,Magajna Bojan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],160,3.6

931,Mankoč-borštnik Norma,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Kvantna mehanika II', 'Klasična fizika', 'Prerokovanje']",122,1.7

932,Matijevič Gal,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Opazovalna astrofizika', 'Naša in druga osončja']",29,4.3

933,Mavko Borut,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],11,1.8

934,Mejak George,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Mehanika 1', 'Matematično modeliranje', 'Mehanika fluidov']",45,3.0

935,Mikuž Marko,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],114,3.8

936,Mohar Bojan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],16,1.9

937,Mohorič Aleš,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Uvod v programiranje', 'Uvod v gorenščino', 'Fizikalni praktikum 1']",95,4.2

938,Moravec Primož,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],22,3.7

939,Mravlje Jernej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],9,3.4

940,Mrčun Janez,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematika 1 in 2 za fizike', 'Topologija 2', 'Analiza 1', 'Analiza II']",220,4.2

941,Muševič Igor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],24,4.3

942,Nemevšek Miha,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Moderna fizika'],20,4.2

943,Novak Nika,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Fizika 2'],28,3.8

944,Omladič Matjaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Verjetnostni račun', 'Algebra 2 in 3']",88,2.5

945,Orbanić Alen,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],30,3.7

946,Pavešič Petar,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Topologija'],45,3.3

947,Perman Mihael,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Verjetnost in statistika'],24,4.3

948,Petelin Andrej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],25,1.8

949,Petković Anja,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Logika in množice'],24,4.1

950,Petkovšek Marko,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Logika in množice', 'Diskretna matematika', 'Uvod v programiranje']",129,4.7

951,Pisanski Tomaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Računalniški praktikum', 'Uvod v programiranje']",100,2.9

952,Planinšič Gorazd,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Posredovanje fizike', 'Kako stvari delujejo']",86,4.3

953,Plestenjak Bor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Numerična linearna algebra', 'Numerične metode 1 in 2']",69,4.3

954,Poberaj Igor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Optika', 'Fizikalni praktikum 3', 'Izbrana poglavja iz fizike']",61,4.3

955,Podgornik Rudolf,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Elektromagnetno polje', 'Mehanika kontinuumov']",106,3.2

956,Podobnik Tomaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Fizika sevanja in dozimetrija'],28,3.5

957,Ponikvar Dušan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Elektronika', 'Uporaba mikroprocesorjev', 'Ribogojništvo', 'Zajem in obdelava podatkov']",116,2.6

958,Potočnik Primož,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Diskretna matematika', 'Proseminar', 'Izbrana poglavja iz matematike']",68,3.2

959,Prelovšek Peter,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizika trdne snovi', 'Analitična mehanika', 'Metanje anekdot', 'Metanje anekdot I', 'Uvod v pilotiranje', 'Geofizika', 'Klasična mehanika']",90,3.3

960,Prelovšek Komelj Saša,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizika 1', 'Moderna fizika 2']",94,3.2

961,Pretnar Matija,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Logika in množice', 'Uvod v programiranje', 'Programiranje 1']",55,4.8

962,Primož Moravec,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],15,3.5

963,Prosen Tomaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],59,3.4

964,Prša Andrej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],25,4.5

965,Raič Martin,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Verjetnost in statistika', 'Teorija iger', 'Verjetnost z mero']",53,3.3

966,Rakovec Jože,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Osnove meteorologije'],25,4.6

967,Ramšak Anton,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Kvantna mehanika 1', 'Fizika 2', 'Fizika 1', 'Klasična mehanika']",196,4.1

968,Ravnik Miha,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematična fizika 1', 'Elektromagnetno polje']",47,4.4

969,Rejec Tomaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Kvantna mehanika 1', 'Računalniška orodja v fiziki']",89,4.1

970,Rosina Mitja,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],24,3.7

971,Ružić Nina,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],5,3.4

972,Saksida Pavle,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Analiza 4', 'Uvod v diferencialno geometrijo', 'Dodatna poglavja iz matematike za fizike']",106,4.7

973,Seliger Janez,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizika 1', 'Proseminar']",221,4.7

974,Skačej Gregor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Statistična termodinamika', 'Uvod v mariborščino', 'Fizika 2']",181,4.7

975,Skok Gregor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizikalna meteorologija', 'Metereološki praktikum']",23,3.7

976,Slak Jure,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Numerične metode 1 in 2', 'Podatkovne strukture in algoritmi 1', 'Računalniški praktikum']",9,4.4

977,Smrekar Jaka,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematika 4', 'Verjetnost in statistika']",105,3.4

978,Stepišnik Janez,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],24,3.8

979,Strnad Janez,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],48,4.7

980,Svenšek Daniel,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizika 1', 'Fizika 2']",130,3.8

981,Tiselj Iztok,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Jedrska tehnika in energetika'],30,4.5

982,Trkov Andrej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],4,3.8

983,Trontelj Zvonko,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],9,3.8

984,Vavpetič Aleš,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Analiza 1', 'Algebra 1', 'Uvod v geometrijsko topologijo', 'Afina in projektivna geometrija', 'Topologija']",59,4.5

985,Vencelj Matjaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Elektronski praktikum', 'Elektronika']",84,3.8

986,Vidali Janoš,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Analiza podatkov s programom r'],24,4.0

987,Vidmar Matija,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],29,3.5

988,Virk Žiga,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Splošna topologija'],32,4.2

989,Zadnik Lenart,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],3,5.0

990,Zgonik Marko,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Moderna fizika vsŠ', 'Fizika laserjev']",82,1.4

991,Ziherl Primož,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Teorijska fizika', 'Mehanika kontinuov', 'Statistična termodinamika', 'Fizika za biologe']",205,4.5

992,Zupan Jure,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],28,3.2

993,Zwitter Tomaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Astronomska opazovanja', 'Astronomija 1']",129,4.3

994,Čadež Andrej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Astrofizika', 'Astronomija', 'Teorija gravitacije']",51,3.2

995,Černe Miran,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Matematika 3'],81,4.1

996,Čopič Martin,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Moderna fizika'],131,3.1

997,Šarlah Andreja,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],44,3.4

998,Šemrl Peter,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Algebra 1', 'Funkcionalna analiza 1', 'Analiza 1', 'Analiza II']",222,3.5

999,Širca Simon,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematično-fizikalni praktikum', 'Moderna fizika', 'Verjetnost v fiziki']",157,4.7

1000,Šivic Klemen,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Algebra 1', 'Algebra 2']",31,4.2

1001,Škrekovski Riste,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Diskretne strukture 1', 'Diskretne strukture 2']",68,3.2

1002,Šmit Žiga,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Fizika 2'],22,4.6

1003,Žabkar Rahela,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Meteorologija'],22,4.0

1004,Žagar Nedjeljka,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Meteorologija'],32,3.8

1005,Žagar Emil,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Numerične metode'],79,4.8

1006,Željko Matjaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Računalniški praktikum', 'Stresanje modrosti iz rokava']",85,3.1

1007,Žitnik Matjaž,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Fizikalni praktikum', 'Matematična fizika II', 'Atomska fizika']",89,4.6

1008,Žitnik Arjana,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Teorija kodiranja in kriptografija', 'Kombinatorika', 'Diskretne strukture 2']",112,3.6

1009,Žnidarič Marko,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],58,3.9

1010,Žumer Slobodan,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Statistična fizika', 'Termodinamika', 'Seminar 1']",110,2.0

1011,Cvetko Vah Karin,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,[''],60,3.9

1012,Dolžan David,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Matematika 1', 'Linearna algebra']",73,4.2

1013,Drinovec-drnovšek Barbara,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Matematika 1'],71,3.7

1014,Krajnc Marjetka,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,['Numerične metode 1'],55,4.1

1015,Lokar M,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Programiranje 1', 'Programiranje 2', 'Računalniška orodja v matematiki', 'Računalništvo 1', 'Podatkovne baze', 'Programiranje 3', 'Projektno delo']",108,2.8

1016,Muhič Andrej,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Linearna algebra', 'Numerične metode 2', 'Diskretno modeliranje']",41,3.4

1017,Šega Gregor,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['Verjetnost', 'Statistika', 'Optimizacija']",60,4.0

1018,Strle Sašo,Fakulteta za matematiko in fiziko,Univerza v Ljubljani,"['', '']",22,4.2

1019,Bajt Oliver,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],12,3.2

1020,Batista Milan,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Mehanika'],85,3.9

1021,Bogataj Marija,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],21,1.7

1022,Brcko Tanja,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],28,4.4

1023,Dimc Franc,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],55,3.0

1024,Fabe Dušan,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,"['Ang1', 'Ang2']",10,3.6

1025,Faganeli Jadran,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Ekologija'],22,2.7

1026,Jakomin Marko,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],37,3.9

1027,Jakomin Igor,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Špedicija'],25,3.3

1028,Jenček Peter,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Strokovni'],25,2.5

1029,Jerman Boris,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],13,1.4

1030,Kolenc Jurij,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],0,0

1031,Krulec Rok,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],32,4.0

1032,Mikas Matej,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],0,0

1033,Muha Robert,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Transportno inženirstvo'],24,4.2

1034,Ostan Iztok,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,"['Ekonomika', 'Človeški viri']",52,3.8

1035,Paliska Dejan,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Statistika'],40,2.0

1036,Pavliha Marko,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,"['Prometno pravo', 'Osnove prava', 'Gospodarsko rpavo', 'Pomorsko pravo', 'Prevozno pravo', 'Transportno zavarovalno pravo']",71,4.0

1037,Perkovič Marko,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Nauk o ladji'],19,2.9

1038,Petelin Stojan,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,"['Termodinamika', 'Dhps']",71,3.3

1039,Pristavec Lučka,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],0,0

1040,Rodica Jana,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],0,0

1041,Suban Valter,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],24,3.0

1042,Trdan-lavrenčič Marija,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],1,1.0

1043,Trupac Igor,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Logistika'],11,3.7

1044,Twrdy Elen,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,"['Tehnologija pomorskega prometa', 'Teorija intermodalnih in multimodalnih transportov']",59,3.8

1045,Valič Marko,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Elektrotehnika'],38,2.5

1046,Vatovec Krmac Evelin,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,['Informatika v prometu'],36,2.9

1047,Vidmar Peter,Fakulteta za Pomorstvo in Promet,Univerza v Ljubljani,[''],42,3.6
